"tf","focus_tf","regulon_size","statistic","score","size_expected","null_mean","null_sd","null_q95","obs","pct_of_null","p_empirical","z_vs_null"
"RFX1",FALSE,17,"Unsigned-regulon fgsea NES",1.41657935,1.13065617,NA,NA,NA,NA,NA,NA,NA
"ESRRB",FALSE,8,"Unsigned-regulon fgsea NES",1.4101353,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ARID3B",FALSE,5,"Unsigned-regulon fgsea NES",1.4058789,0.495660499,NA,NA,NA,NA,NA,NA,NA
"SALL4",FALSE,10,"Unsigned-regulon fgsea NES",1.40489584,0.84720146,NA,NA,NA,NA,NA,NA,NA
"NOTO",FALSE,8,"Unsigned-regulon fgsea NES",1.39916017,0.732469988,NA,NA,NA,NA,NA,NA,NA
"THRA",FALSE,40,"Unsigned-regulon fgsea NES",1.398033,1.48082884,NA,NA,NA,NA,NA,NA,NA
"NKX2-5",FALSE,31,"Unsigned-regulon fgsea NES",1.39384238,1.38303388,NA,NA,NA,NA,NA,NA,NA
"TP73",FALSE,95,"Unsigned-regulon fgsea NES",1.39310408,1.74031741,NA,NA,NA,NA,NA,NA,NA
"ZNF91",FALSE,26,"Unsigned-regulon fgsea NES",1.39295711,1.30990517,NA,NA,NA,NA,NA,NA,NA
"EBF1",FALSE,17,"Unsigned-regulon fgsea NES",1.39237375,1.13065617,NA,NA,NA,NA,NA,NA,NA
"CREB5",FALSE,9,"Unsigned-regulon fgsea NES",1.39056106,0.792846085,NA,NA,NA,NA,NA,NA,NA
"EHF",FALSE,7,"Unsigned-regulon fgsea NES",1.38680079,0.664806402,NA,NA,NA,NA,NA,NA,NA
"SOX11",FALSE,6,"Unsigned-regulon fgsea NES",1.38610086,0.587093795,NA,NA,NA,NA,NA,NA,NA
"TTF1",FALSE,31,"Unsigned-regulon fgsea NES",1.38510815,1.38303388,NA,NA,NA,NA,NA,NA,NA
"GLI2",FALSE,81,"Unsigned-regulon fgsea NES",1.38474974,1.69289722,NA,NA,NA,NA,NA,NA,NA
"NFKBIZ",FALSE,6,"Unsigned-regulon fgsea NES",1.38315941,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HNF1B",FALSE,14,"Unsigned-regulon fgsea NES",1.37932494,1.02570066,NA,NA,NA,NA,NA,NA,NA
"ZNF148",FALSE,21,"Unsigned-regulon fgsea NES",1.37579151,1.22306358,NA,NA,NA,NA,NA,NA,NA
"EWSR1",FALSE,38,"Unsigned-regulon fgsea NES",1.37450856,1.46149472,NA,NA,NA,NA,NA,NA,NA
"ZIC1",FALSE,10,"Unsigned-regulon fgsea NES",1.3720975,0.84720146,NA,NA,NA,NA,NA,NA,NA
"SOX17",FALSE,23,"Unsigned-regulon fgsea NES",1.36723847,1.25915236,NA,NA,NA,NA,NA,NA,NA
"SOX5",FALSE,8,"Unsigned-regulon fgsea NES",1.36522674,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ARID1A",FALSE,6,"Unsigned-regulon fgsea NES",1.36446554,0.587093795,NA,NA,NA,NA,NA,NA,NA
"SP7",FALSE,16,"Unsigned-regulon fgsea NES",1.36284937,1.09890036,NA,NA,NA,NA,NA,NA,NA
"THAP11",FALSE,6,"Unsigned-regulon fgsea NES",1.36198584,0.587093795,NA,NA,NA,NA,NA,NA,NA
"GFI1",FALSE,40,"Unsigned-regulon fgsea NES",1.3617503,1.48082884,NA,NA,NA,NA,NA,NA,NA
"ZBTB7B",FALSE,9,"Unsigned-regulon fgsea NES",1.36007946,0.792846085,NA,NA,NA,NA,NA,NA,NA
"NFIL3",FALSE,22,"Unsigned-regulon fgsea NES",1.35512751,1.24152602,NA,NA,NA,NA,NA,NA,NA
"POU1F1",FALSE,25,"Unsigned-regulon fgsea NES",1.35004155,1.29311624,NA,NA,NA,NA,NA,NA,NA
"TET1",FALSE,10,"Unsigned-regulon fgsea NES",1.34955496,0.84720146,NA,NA,NA,NA,NA,NA,NA
"MECOM",FALSE,10,"Unsigned-regulon fgsea NES",1.34794729,0.84720146,NA,NA,NA,NA,NA,NA,NA
"DLX2",FALSE,12,"Unsigned-regulon fgsea NES",1.34556339,0.942689893,NA,NA,NA,NA,NA,NA,NA
"RARA",FALSE,102,"Unsigned-regulon fgsea NES",1.3432475,1.7610504,NA,NA,NA,NA,NA,NA,NA
"CTCF",FALSE,100,"Unsigned-regulon fgsea NES",1.34041784,1.75529829,NA,NA,NA,NA,NA,NA,NA
"MEF2A",FALSE,59,"Unsigned-regulon fgsea NES",1.33408991,1.59660101,NA,NA,NA,NA,NA,NA,NA
"KDM5A",FALSE,10,"Unsigned-regulon fgsea NES",1.32827663,0.84720146,NA,NA,NA,NA,NA,NA,NA
"CUX1",FALSE,74,"Unsigned-regulon fgsea NES",1.32820126,1.66534452,NA,NA,NA,NA,NA,NA,NA
"GTF2I",FALSE,18,"Unsigned-regulon fgsea NES",1.32441521,1.15792932,NA,NA,NA,NA,NA,NA,NA
"PREB",FALSE,9,"Unsigned-regulon fgsea NES",1.32250752,0.792846085,NA,NA,NA,NA,NA,NA,NA
"IRF6",FALSE,7,"Unsigned-regulon fgsea NES",1.31640198,0.664806402,NA,NA,NA,NA,NA,NA,NA
"ZNF436",FALSE,5,"Unsigned-regulon fgsea NES",1.31420022,0.495660499,NA,NA,NA,NA,NA,NA,NA
"HIC1",FALSE,15,"Unsigned-regulon fgsea NES",1.30513873,1.0634035,NA,NA,NA,NA,NA,NA,NA
"SALL2",FALSE,5,"Unsigned-regulon fgsea NES",1.29945687,0.495660499,NA,NA,NA,NA,NA,NA,NA
"PITX2",FALSE,62,"Unsigned-regulon fgsea NES",1.29254017,1.61070917,NA,NA,NA,NA,NA,NA,NA
"THRB",FALSE,28,"Unsigned-regulon fgsea NES",1.29171145,1.34157184,NA,NA,NA,NA,NA,NA,NA
"PBX1",FALSE,23,"Unsigned-regulon fgsea NES",1.2877437,1.25915236,NA,NA,NA,NA,NA,NA,NA
"NR4A3",FALSE,25,"Unsigned-regulon fgsea NES",1.2853657,1.29311624,NA,NA,NA,NA,NA,NA,NA
"GATA4",FALSE,58,"Unsigned-regulon fgsea NES",1.28230974,1.59186981,NA,NA,NA,NA,NA,NA,NA
"PROP1",FALSE,5,"Unsigned-regulon fgsea NES",1.28030985,0.495660499,NA,NA,NA,NA,NA,NA,NA
"KLF1",FALSE,13,"Unsigned-regulon fgsea NES",1.27956573,0.985554087,NA,NA,NA,NA,NA,NA,NA
"NFYB",FALSE,30,"Unsigned-regulon fgsea NES",1.2777936,1.3698979,NA,NA,NA,NA,NA,NA,NA
"HIVEP2",FALSE,8,"Unsigned-regulon fgsea NES",1.27445562,0.732469988,NA,NA,NA,NA,NA,NA,NA
"NCOR2",FALSE,41,"Unsigned-regulon fgsea NES",1.26382882,1.48991886,NA,NA,NA,NA,NA,NA,NA
"PAX7",FALSE,10,"Unsigned-regulon fgsea NES",1.26192141,0.84720146,NA,NA,NA,NA,NA,NA,NA
"HOXA1",FALSE,15,"Unsigned-regulon fgsea NES",1.25983414,1.0634035,NA,NA,NA,NA,NA,NA,NA
"HOXC6",FALSE,5,"Unsigned-regulon fgsea NES",1.25890588,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NRG1",FALSE,25,"Unsigned-regulon fgsea NES",1.25432002,1.29311624,NA,NA,NA,NA,NA,NA,NA
"DMAP1",FALSE,5,"Unsigned-regulon fgsea NES",1.25331351,0.495660499,NA,NA,NA,NA,NA,NA,NA
"TFAP4",FALSE,27,"Unsigned-regulon fgsea NES",1.25266042,1.32620811,NA,NA,NA,NA,NA,NA,NA
"NR1I2",FALSE,156,"Unsigned-regulon fgsea NES",1.24722816,1.88151803,NA,NA,NA,NA,NA,NA,NA
"NKX2-1",FALSE,34,"Unsigned-regulon fgsea NES",1.24412264,1.41915395,NA,NA,NA,NA,NA,NA,NA
"NOTCH1",FALSE,39,"Unsigned-regulon fgsea NES",1.24376638,1.47129103,NA,NA,NA,NA,NA,NA,NA
"TCF7L2",FALSE,64,"Unsigned-regulon fgsea NES",1.24354532,1.62013784,NA,NA,NA,NA,NA,NA,NA
"NR4A2",FALSE,31,"Unsigned-regulon fgsea NES",1.24228123,1.38303388,NA,NA,NA,NA,NA,NA,NA
"SOX4",FALSE,12,"Unsigned-regulon fgsea NES",1.24030239,0.942689893,NA,NA,NA,NA,NA,NA,NA
"IRF8",FALSE,50,"Unsigned-regulon fgsea NES",1.24000828,1.55154874,NA,NA,NA,NA,NA,NA,NA
"OVOL1",FALSE,7,"Unsigned-regulon fgsea NES",1.23053763,0.664806402,NA,NA,NA,NA,NA,NA,NA
"RREB1",FALSE,5,"Unsigned-regulon fgsea NES",1.22895304,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NR1D1",FALSE,9,"Unsigned-regulon fgsea NES",1.22365594,0.792846085,NA,NA,NA,NA,NA,NA,NA
"TFAM",FALSE,10,"Unsigned-regulon fgsea NES",1.22169907,0.84720146,NA,NA,NA,NA,NA,NA,NA
"TBX2",FALSE,14,"Unsigned-regulon fgsea NES",1.21625466,1.02570066,NA,NA,NA,NA,NA,NA,NA
"E2F3",FALSE,59,"Unsigned-regulon fgsea NES",1.21588948,1.59660101,NA,NA,NA,NA,NA,NA,NA
"HESX1",FALSE,13,"Unsigned-regulon fgsea NES",1.21010888,0.985554087,NA,NA,NA,NA,NA,NA,NA
"RB1",FALSE,32,"Unsigned-regulon fgsea NES",1.2055541,1.39558225,NA,NA,NA,NA,NA,NA,NA
"TCF4",FALSE,31,"Unsigned-regulon fgsea NES",1.2052084,1.38303388,NA,NA,NA,NA,NA,NA,NA
"NANOG",FALSE,32,"Unsigned-regulon fgsea NES",1.20459206,1.39558225,NA,NA,NA,NA,NA,NA,NA
"KDM5B",FALSE,17,"Unsigned-regulon fgsea NES",1.20101696,1.13065617,NA,NA,NA,NA,NA,NA,NA
"HLX",FALSE,11,"Unsigned-regulon fgsea NES",1.20025685,0.896792393,NA,NA,NA,NA,NA,NA,NA
"TCF21",FALSE,7,"Unsigned-regulon fgsea NES",1.1960168,0.664806402,NA,NA,NA,NA,NA,NA,NA
"PLAGL2",FALSE,5,"Unsigned-regulon fgsea NES",1.19533206,0.495660499,NA,NA,NA,NA,NA,NA,NA
"GABPA",FALSE,36,"Unsigned-regulon fgsea NES",1.19353357,1.44101937,NA,NA,NA,NA,NA,NA,NA
"HOXD3",FALSE,7,"Unsigned-regulon fgsea NES",1.19271359,0.664806402,NA,NA,NA,NA,NA,NA,NA
"NAB2",FALSE,6,"Unsigned-regulon fgsea NES",1.18853594,0.587093795,NA,NA,NA,NA,NA,NA,NA
"POU5F1",FALSE,43,"Unsigned-regulon fgsea NES",1.18466619,1.50635933,NA,NA,NA,NA,NA,NA,NA
"FOXD3",FALSE,8,"Unsigned-regulon fgsea NES",1.18165468,0.732469988,NA,NA,NA,NA,NA,NA,NA
"MZF1",FALSE,12,"Unsigned-regulon fgsea NES",1.18046268,0.942689893,NA,NA,NA,NA,NA,NA,NA
"SPIC",FALSE,5,"Unsigned-regulon fgsea NES",1.17447753,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ZNF382",FALSE,7,"Unsigned-regulon fgsea NES",1.17421395,0.664806402,NA,NA,NA,NA,NA,NA,NA
"TWIST1",FALSE,42,"Unsigned-regulon fgsea NES",1.17338326,1.49840598,NA,NA,NA,NA,NA,NA,NA
"BACH1",FALSE,12,"Unsigned-regulon fgsea NES",1.16926241,0.942689893,NA,NA,NA,NA,NA,NA,NA
"MSX2",FALSE,13,"Unsigned-regulon fgsea NES",1.161376,0.985554087,NA,NA,NA,NA,NA,NA,NA
"MEF2C",FALSE,28,"Unsigned-regulon fgsea NES",1.1572746,1.34157184,NA,NA,NA,NA,NA,NA,NA
"TFE3",FALSE,26,"Unsigned-regulon fgsea NES",1.15641748,1.30990517,NA,NA,NA,NA,NA,NA,NA
"ELK4",FALSE,6,"Unsigned-regulon fgsea NES",1.15602184,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ZEB2",FALSE,11,"Unsigned-regulon fgsea NES",1.15291231,0.896792393,NA,NA,NA,NA,NA,NA,NA
"ENO1",FALSE,10,"Unsigned-regulon fgsea NES",1.15264871,0.84720146,NA,NA,NA,NA,NA,NA,NA
"FOXA2",FALSE,42,"Unsigned-regulon fgsea NES",1.14017134,1.49840598,NA,NA,NA,NA,NA,NA,NA
"MED1",FALSE,10,"Unsigned-regulon fgsea NES",1.13786299,0.84720146,NA,NA,NA,NA,NA,NA,NA
"SMARCC1",FALSE,6,"Unsigned-regulon fgsea NES",1.1372668,0.587093795,NA,NA,NA,NA,NA,NA,NA
"MAFG",FALSE,8,"Unsigned-regulon fgsea NES",1.1324757,0.732469988,NA,NA,NA,NA,NA,NA,NA
"PLAG1",FALSE,5,"Unsigned-regulon fgsea NES",1.12592624,0.495660499,NA,NA,NA,NA,NA,NA,NA
"FOXL2",FALSE,11,"Unsigned-regulon fgsea NES",1.12349183,0.896792393,NA,NA,NA,NA,NA,NA,NA
"MBD2",FALSE,65,"Unsigned-regulon fgsea NES",1.12097008,1.62488287,NA,NA,NA,NA,NA,NA,NA
"DEAF1",FALSE,6,"Unsigned-regulon fgsea NES",1.11917812,0.587093795,NA,NA,NA,NA,NA,NA,NA
"MXD1",FALSE,19,"Unsigned-regulon fgsea NES",1.11726105,1.18186848,NA,NA,NA,NA,NA,NA,NA
"TFAP2C",FALSE,16,"Unsigned-regulon fgsea NES",1.11504772,1.09890036,NA,NA,NA,NA,NA,NA,NA
"CTBP1",FALSE,8,"Unsigned-regulon fgsea NES",1.11323604,0.732469988,NA,NA,NA,NA,NA,NA,NA
"PAX3",FALSE,51,"Unsigned-regulon fgsea NES",1.11062992,1.55699575,NA,NA,NA,NA,NA,NA,NA
"NFYC",FALSE,18,"Unsigned-regulon fgsea NES",1.10596416,1.15792932,NA,NA,NA,NA,NA,NA,NA
"E2F2",FALSE,45,"Unsigned-regulon fgsea NES",1.09787798,1.52090544,NA,NA,NA,NA,NA,NA,NA
"KLF15",FALSE,10,"Unsigned-regulon fgsea NES",1.09442902,0.84720146,NA,NA,NA,NA,NA,NA,NA
"GATA2",FALSE,54,"Unsigned-regulon fgsea NES",1.09372982,1.57247843,NA,NA,NA,NA,NA,NA,NA
"SMARCA1",FALSE,35,"Unsigned-regulon fgsea NES",1.09151031,1.43027837,NA,NA,NA,NA,NA,NA,NA
"GFI1B",FALSE,9,"Unsigned-regulon fgsea NES",1.09012454,0.792846085,NA,NA,NA,NA,NA,NA,NA
"TFDP3",FALSE,5,"Unsigned-regulon fgsea NES",1.08667791,0.495660499,NA,NA,NA,NA,NA,NA,NA
"LITAF",FALSE,18,"Unsigned-regulon fgsea NES",1.08568601,1.15792932,NA,NA,NA,NA,NA,NA,NA
"CTBP2",FALSE,9,"Unsigned-regulon fgsea NES",1.08422214,0.792846085,NA,NA,NA,NA,NA,NA,NA
"E2F6",FALSE,37,"Unsigned-regulon fgsea NES",1.08375321,1.45141389,NA,NA,NA,NA,NA,NA,NA
"NKRF",FALSE,5,"Unsigned-regulon fgsea NES",1.08284827,0.495660499,NA,NA,NA,NA,NA,NA,NA
"TEAD1",FALSE,13,"Unsigned-regulon fgsea NES",1.07048609,0.985554087,NA,NA,NA,NA,NA,NA,NA
"NFIX",FALSE,8,"Unsigned-regulon fgsea NES",1.07013327,0.732469988,NA,NA,NA,NA,NA,NA,NA
"HINFP",FALSE,9,"Unsigned-regulon fgsea NES",1.06995399,0.792846085,NA,NA,NA,NA,NA,NA,NA
"XBP1",FALSE,39,"Unsigned-regulon fgsea NES",1.06780449,1.47129103,NA,NA,NA,NA,NA,NA,NA
"NR5A1",FALSE,50,"Unsigned-regulon fgsea NES",1.06540502,1.55154874,NA,NA,NA,NA,NA,NA,NA
"MLXIPL",FALSE,11,"Unsigned-regulon fgsea NES",1.06298462,0.896792393,NA,NA,NA,NA,NA,NA,NA
"NKX6-1",FALSE,5,"Unsigned-regulon fgsea NES",1.05981554,0.495660499,NA,NA,NA,NA,NA,NA,NA
"FOXN1",FALSE,29,"Unsigned-regulon fgsea NES",1.05806082,1.3561041,NA,NA,NA,NA,NA,NA,NA
"TCF7",FALSE,15,"Unsigned-regulon fgsea NES",1.05701488,1.0634035,NA,NA,NA,NA,NA,NA,NA
"NR1I3",FALSE,24,"Unsigned-regulon fgsea NES",1.05600728,1.27626482,NA,NA,NA,NA,NA,NA,NA
"ERG",FALSE,26,"Unsigned-regulon fgsea NES",1.04883186,1.30990517,NA,NA,NA,NA,NA,NA,NA
"FEV",FALSE,5,"Unsigned-regulon fgsea NES",1.0483795,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ZBTB16",FALSE,32,"Unsigned-regulon fgsea NES",1.03969561,1.39558225,NA,NA,NA,NA,NA,NA,NA
"BRD4",FALSE,10,"Unsigned-regulon fgsea NES",1.03432882,0.84720146,NA,NA,NA,NA,NA,NA,NA
"NR5A2",FALSE,27,"Unsigned-regulon fgsea NES",1.02750132,1.32620811,NA,NA,NA,NA,NA,NA,NA
"ZNF699",FALSE,31,"Unsigned-regulon fgsea NES",1.02388905,1.38303388,NA,NA,NA,NA,NA,NA,NA
"HAND2",FALSE,7,"Unsigned-regulon fgsea NES",1.02352635,0.664806402,NA,NA,NA,NA,NA,NA,NA
"PDX1",FALSE,44,"Unsigned-regulon fgsea NES",1.01969259,1.51384072,NA,NA,NA,NA,NA,NA,NA
"TRIM28",FALSE,5,"Unsigned-regulon fgsea NES",1.01867766,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NFIB",FALSE,9,"Unsigned-regulon fgsea NES",1.0127903,0.792846085,NA,NA,NA,NA,NA,NA,NA
"LHX8",FALSE,5,"Unsigned-regulon fgsea NES",1.00989507,0.495660499,NA,NA,NA,NA,NA,NA,NA
"FOXJ1",FALSE,6,"Unsigned-regulon fgsea NES",1.00936709,0.587093795,NA,NA,NA,NA,NA,NA,NA
"NKX2-2",FALSE,10,"Unsigned-regulon fgsea NES",1.00228498,0.84720146,NA,NA,NA,NA,NA,NA,NA
"SMAD7",FALSE,40,"Unsigned-regulon fgsea NES",0.998905202,1.48082884,NA,NA,NA,NA,NA,NA,NA
"E2F4",FALSE,153,"Unsigned-regulon fgsea NES",0.996022513,1.87608963,NA,NA,NA,NA,NA,NA,NA
"RCOR2",FALSE,13,"Unsigned-regulon fgsea NES",0.994300844,0.985554087,NA,NA,NA,NA,NA,NA,NA
"ESRRG",FALSE,15,"Unsigned-regulon fgsea NES",0.992629499,1.0634035,NA,NA,NA,NA,NA,NA,NA
"ELF3",FALSE,14,"Unsigned-regulon fgsea NES",0.988816246,1.02570066,NA,NA,NA,NA,NA,NA,NA
"DNMT3B",FALSE,45,"Unsigned-regulon fgsea NES",0.988458504,1.52090544,NA,NA,NA,NA,NA,NA,NA
"REST",FALSE,27,"Unsigned-regulon fgsea NES",0.983787881,1.32620811,NA,NA,NA,NA,NA,NA,NA
"NEUROD2",FALSE,6,"Unsigned-regulon fgsea NES",0.981554423,0.587093795,NA,NA,NA,NA,NA,NA,NA
"E2F1",FALSE,251,"Unsigned-regulon fgsea NES",0.9775123,2.01505431,NA,NA,NA,NA,NA,NA,NA
"FOXA1",FALSE,28,"Unsigned-regulon fgsea NES",0.976260174,1.34157184,NA,NA,NA,NA,NA,NA,NA
"ZNF362",FALSE,13,"Unsigned-regulon fgsea NES",0.97538423,0.985554087,NA,NA,NA,NA,NA,NA,NA
"CREB3L1",FALSE,5,"Unsigned-regulon fgsea NES",0.970582243,0.495660499,NA,NA,NA,NA,NA,NA,NA
"TAL1",FALSE,60,"Unsigned-regulon fgsea NES",0.963388762,1.60131104,NA,NA,NA,NA,NA,NA,NA
"AIRE",FALSE,15,"Unsigned-regulon fgsea NES",0.962417677,1.0634035,NA,NA,NA,NA,NA,NA,NA
"HDGF",FALSE,6,"Unsigned-regulon fgsea NES",0.959169135,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HOXA9",FALSE,25,"Unsigned-regulon fgsea NES",0.95879706,1.29311624,NA,NA,NA,NA,NA,NA,NA
"HDAC3",FALSE,17,"Unsigned-regulon fgsea NES",0.951782201,1.13065617,NA,NA,NA,NA,NA,NA,NA
"NPM1",FALSE,11,"Unsigned-regulon fgsea NES",0.946877961,0.896792393,NA,NA,NA,NA,NA,NA,NA
"OTX2",FALSE,12,"Unsigned-regulon fgsea NES",0.934936141,0.942689893,NA,NA,NA,NA,NA,NA,NA
"TCF12",FALSE,29,"Unsigned-regulon fgsea NES",0.933829183,1.3561041,NA,NA,NA,NA,NA,NA,NA
"ETV1",FALSE,13,"Unsigned-regulon fgsea NES",0.927089009,0.985554087,NA,NA,NA,NA,NA,NA,NA
"TFAP2B",FALSE,11,"Unsigned-regulon fgsea NES",0.92580658,0.896792393,NA,NA,NA,NA,NA,NA,NA
"PKNOX1",FALSE,10,"Unsigned-regulon fgsea NES",0.923606713,0.84720146,NA,NA,NA,NA,NA,NA,NA
"ZNF202",FALSE,6,"Unsigned-regulon fgsea NES",0.921464503,0.587093795,NA,NA,NA,NA,NA,NA,NA
"PEG3",FALSE,6,"Unsigned-regulon fgsea NES",0.921335598,0.587093795,NA,NA,NA,NA,NA,NA,NA
"BTG2",FALSE,6,"Unsigned-regulon fgsea NES",0.920361726,0.587093795,NA,NA,NA,NA,NA,NA,NA
"TEAD4",FALSE,7,"Unsigned-regulon fgsea NES",0.914908673,0.664806402,NA,NA,NA,NA,NA,NA,NA
"POU4F2",FALSE,16,"Unsigned-regulon fgsea NES",0.913495667,1.09890036,NA,NA,NA,NA,NA,NA,NA
"CDX1",FALSE,15,"Unsigned-regulon fgsea NES",0.913044008,1.0634035,NA,NA,NA,NA,NA,NA,NA
"NFATC4",FALSE,18,"Unsigned-regulon fgsea NES",0.912936399,1.15792932,NA,NA,NA,NA,NA,NA,NA
"ETV7",FALSE,8,"Unsigned-regulon fgsea NES",0.908685367,0.732469988,NA,NA,NA,NA,NA,NA,NA
"MAFB",FALSE,24,"Unsigned-regulon fgsea NES",0.907198986,1.27626482,NA,NA,NA,NA,NA,NA,NA
"HLF",FALSE,12,"Unsigned-regulon fgsea NES",0.905560031,0.942689893,NA,NA,NA,NA,NA,NA,NA
"ELF1",FALSE,56,"Unsigned-regulon fgsea NES",0.90471634,1.58229556,NA,NA,NA,NA,NA,NA,NA
"HIVEP3",FALSE,5,"Unsigned-regulon fgsea NES",0.903060848,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NRL",FALSE,8,"Unsigned-regulon fgsea NES",0.898267545,0.732469988,NA,NA,NA,NA,NA,NA,NA
"POU3F1",FALSE,8,"Unsigned-regulon fgsea NES",0.896296043,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ZKSCAN7",FALSE,8,"Unsigned-regulon fgsea NES",0.896148991,0.732469988,NA,NA,NA,NA,NA,NA,NA
"HOXD1",FALSE,5,"Unsigned-regulon fgsea NES",0.894108961,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NFE2L3",FALSE,6,"Unsigned-regulon fgsea NES",0.890294477,0.587093795,NA,NA,NA,NA,NA,NA,NA
"TLX1",FALSE,5,"Unsigned-regulon fgsea NES",0.886730043,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NR2C1",FALSE,10,"Unsigned-regulon fgsea NES",0.886522061,0.84720146,NA,NA,NA,NA,NA,NA,NA
"ZNF395",FALSE,6,"Unsigned-regulon fgsea NES",0.884587902,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ZGLP1",FALSE,10,"Unsigned-regulon fgsea NES",0.884215519,0.84720146,NA,NA,NA,NA,NA,NA,NA
"E4F1",FALSE,9,"Unsigned-regulon fgsea NES",0.876084303,0.792846085,NA,NA,NA,NA,NA,NA,NA
"TBX15",FALSE,16,"Unsigned-regulon fgsea NES",0.87106822,1.09890036,NA,NA,NA,NA,NA,NA,NA
"VHL",FALSE,19,"Unsigned-regulon fgsea NES",0.866495781,1.18186848,NA,NA,NA,NA,NA,NA,NA
"KLF8",FALSE,16,"Unsigned-regulon fgsea NES",0.865640658,1.09890036,NA,NA,NA,NA,NA,NA,NA
"SRSF2",FALSE,11,"Unsigned-regulon fgsea NES",0.863644506,0.896792393,NA,NA,NA,NA,NA,NA,NA
"DLX3",FALSE,8,"Unsigned-regulon fgsea NES",0.849628681,0.732469988,NA,NA,NA,NA,NA,NA,NA
"NR2F1",FALSE,21,"Unsigned-regulon fgsea NES",0.849088743,1.22306358,NA,NA,NA,NA,NA,NA,NA
"MYBL2",FALSE,38,"Unsigned-regulon fgsea NES",0.84645831,1.46149472,NA,NA,NA,NA,NA,NA,NA
"NONO",FALSE,10,"Unsigned-regulon fgsea NES",0.840830721,0.84720146,NA,NA,NA,NA,NA,NA,NA
"NEUROG2",FALSE,10,"Unsigned-regulon fgsea NES",0.839539881,0.84720146,NA,NA,NA,NA,NA,NA,NA
"HCFC1",FALSE,7,"Unsigned-regulon fgsea NES",0.809446955,0.664806402,NA,NA,NA,NA,NA,NA,NA
"SIM2",FALSE,7,"Unsigned-regulon fgsea NES",0.804674434,0.664806402,NA,NA,NA,NA,NA,NA,NA
"SOX10",FALSE,12,"Unsigned-regulon fgsea NES",0.800249788,0.942689893,NA,NA,NA,NA,NA,NA,NA
"KAT6B",FALSE,8,"Unsigned-regulon fgsea NES",0.797587157,0.732469988,NA,NA,NA,NA,NA,NA,NA
"HTATIP2",FALSE,10,"Unsigned-regulon fgsea NES",0.791410951,0.84720146,NA,NA,NA,NA,NA,NA,NA
"ESRRA",FALSE,23,"Unsigned-regulon fgsea NES",0.789009638,1.25915236,NA,NA,NA,NA,NA,NA,NA
"MBD1",FALSE,13,"Unsigned-regulon fgsea NES",0.786376334,0.985554087,NA,NA,NA,NA,NA,NA,NA
"PRDM2",FALSE,8,"Unsigned-regulon fgsea NES",0.781455355,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ZNF143",FALSE,21,"Unsigned-regulon fgsea NES",0.779680056,1.22306358,NA,NA,NA,NA,NA,NA,NA
"AIP",FALSE,5,"Unsigned-regulon fgsea NES",0.77332817,0.495660499,NA,NA,NA,NA,NA,NA,NA
"POU2F3",FALSE,5,"Unsigned-regulon fgsea NES",0.773278529,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ATF5",FALSE,20,"Unsigned-regulon fgsea NES",0.772450967,1.20335353,NA,NA,NA,NA,NA,NA,NA
"ONECUT1",FALSE,7,"Unsigned-regulon fgsea NES",0.767261155,0.664806402,NA,NA,NA,NA,NA,NA,NA
"ISL1",FALSE,12,"Unsigned-regulon fgsea NES",0.759543982,0.942689893,NA,NA,NA,NA,NA,NA,NA
"ELF2",FALSE,6,"Unsigned-regulon fgsea NES",0.759192764,0.587093795,NA,NA,NA,NA,NA,NA,NA
"LYL1",FALSE,9,"Unsigned-regulon fgsea NES",0.749006133,0.792846085,NA,NA,NA,NA,NA,NA,NA
"SALL3",FALSE,5,"Unsigned-regulon fgsea NES",0.748594621,0.495660499,NA,NA,NA,NA,NA,NA,NA
"CXXC1",FALSE,14,"Unsigned-regulon fgsea NES",0.745536198,1.02570066,NA,NA,NA,NA,NA,NA,NA
"ZNF263",FALSE,6,"Unsigned-regulon fgsea NES",0.741800654,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ZXDC",FALSE,6,"Unsigned-regulon fgsea NES",0.739869885,0.587093795,NA,NA,NA,NA,NA,NA,NA
"CREBZF",FALSE,12,"Unsigned-regulon fgsea NES",0.733982806,0.942689893,NA,NA,NA,NA,NA,NA,NA
"LHX2",FALSE,14,"Unsigned-regulon fgsea NES",0.717906205,1.02570066,NA,NA,NA,NA,NA,NA,NA
"NFE2",FALSE,7,"Unsigned-regulon fgsea NES",0.713386736,0.664806402,NA,NA,NA,NA,NA,NA,NA
